gene_id,SRR6819016,SRR6819017,SRR6819018,SRR6819020,SRR6819021,SRR6819022
FUN_020304,0,0,0,2,0,0
FUN_021150,0,0,0,0,0,0
FUN_021172,0,0,0,0,0,0
FUN_021257,0,0,7,0,6,6
FUN_021488,0,0,0,0,0,0
FUN_021682,0,0,2,0,0,0
FUN_021887,0,0,0,0,0,0
FUN_022112,0,0,5,3,0,5
FUN_022317,0,0,0,0,0,0
FUN_000135,0,1,3,1,2,4
FUN_000354,0,0,0,0,0,0
FUN_004210,0,0,0,0,0,0
FUN_005131,0,0,0,0,0,0
FUN_005641,0,0,0,0,0,0
FUN_005924,0,0,4,2,3,6
FUN_006752,0,0,0,0,0,0
FUN_007179,0,0,0,0,0,0
FUN_008571,0,0,0,0,0,0
FUN_009243,0,0,0,0,0,2
FUN_010754,0,2,5,0,3,8
FUN_012723,0,0,0,0,2,0
FUN_012780,0,0,0,0,0,0
FUN_012879,0,0,0,0,0,0
FUN_012923,0,0,5,7,5,0
FUN_013012,0,2,0,0,0,0
FUN_013178,0,0,0,0,0,0
FUN_013445,0,0,0,0,0,0
FUN_013629,0,0,0,1,0,0
FUN_013811,0,0,0,0,0,0
FUN_013902,0,0,0,0,0,0
FUN_013933,0,0,0,0,0,1
FUN_013958,0,0,0,0,0,0
FUN_014436,0,0,0,0,0,0
FUN_014543,0,0,0,0,0,0
FUN_014599,0,0,0,0,0,0
FUN_015080,0,2,18,8,17,6
FUN_020269,0,0,0,0,0,0
FUN_020447,0,0,1,0,0,0
FUN_021019,0,0,0,0,0,0
FUN_021154,0,0,0,0,0,0
FUN_021484,0,0,0,0,0,0
FUN_021489,0,0,0,0,0,0
FUN_021505,0,0,0,0,0,0
FUN_021514,0,0,0,0,0,0
FUN_021526,0,0,0,0,0,0
FUN_021640,0,0,0,0,0,0
FUN_021824,0,0,0,0,0,0
FUN_021958,0,0,0,0,0,0
FUN_022051,0,0,0,0,0,0
FUN_022551,0,0,0,0,0,0
FUN_022558,0,0,0,0,0,0
FUN_000870,0,0,0,0,0,0
FUN_000516,0,2,3,0,5,7
FUN_002357,0,0,0,0,0,0
FUN_004900,0,0,0,0,0,0
FUN_007405,0,0,0,0,0,0
FUN_007640,0,0,0,0,0,0
FUN_008481,0,0,0,0,0,0
FUN_008522,0,0,0,0,0,0
FUN_009028,0,0,5,0,0,3
FUN_000603,0,0,0,0,0,0
FUN_000287,0,0,0,0,0,0
FUN_000456,0,0,0,0,0,0
FUN_000778,0,0,0,0,0,0
FUN_000854,0,0,0,0,0,0
FUN_000389,0,0,0,0,0,0
FUN_000225,0,0,0,0,0,0
FUN_021378,0,0,0,0,0,0
FUN_021969,0,0,0,0,0,0
FUN_022216,0,4,7,13,21,14
FUN_022883,0,0,1,0,0,1
FUN_000560,0,0,0,0,0,0
FUN_000059,0,12,0,0,0,0
FUN_000686,0,0,0,6,0,0
FUN_001783,0,0,0,0,0,0
FUN_001888,0,0,0,0,0,0
FUN_003113,0,0,0,0,0,0
FUN_004025,0,0,0,0,0,0
FUN_005610,0,0,0,0,0,0
FUN_006392,0,0,0,0,0,0
FUN_006589,0,0,0,0,0,0
FUN_008385,0,0,0,0,0,0
FUN_008430,0,0,0,0,0,0
FUN_008483,0,0,0,0,0,0
FUN_008601,0,0,0,0,0,0
FUN_009189,0,0,0,0,0,0
FUN_009490,0,0,0,0,0,0
FUN_011086,0,0,0,0,0,0
FUN_011211,0,0,0,0,0,0
FUN_011343,0,0,1,0,1,1
FUN_012878,0,0,0,0,0,0
FUN_016123,0,0,0,0,0,0
FUN_016826,0,0,0,0,0,0
FUN_017214,0,0,0,0,0,0
FUN_017724,0,0,0,0,0,0
FUN_018245,0,0,0,0,0,0
FUN_018251,0,0,0,0,0,0
FUN_018772,0,0,0,0,0,0
FUN_018908,0,0,0,0,0,0
FUN_019596,0,0,0,0,0,0
FUN_020013,0,0,0,0,0,0
FUN_020372,0,0,0,0,0,0
FUN_020387,0,0,0,0,0,0
FUN_020438,0,0,0,0,0,0
FUN_021864,0,0,0,0,0,0
FUN_022301,0,0,2,0,2,0
FUN_022342,0,0,0,0,0,1
FUN_000258,0,0,0,0,0,0
FUN_000730,0,8,0,0,0,0
FUN_000715,0,0,0,0,0,0
FUN_011177,0,6,2,0,0,0
FUN_011345,0,4,11,2,4,3
FUN_017639,0,0,3,0,0,0
FUN_019691,0,0,0,0,0,0
FUN_000746,0,0,0,0,1,0
FUN_001129,0,1,0,4,0,5
FUN_001302,0,0,2,3,3,0
FUN_011089,0,15,0,0,0,0
FUN_012186,0,5,4,0,8,2
FUN_013343,0,3,0,0,2,0
FUN_015349,0,1,1,2,2,2
FUN_016991,0,0,0,0,2,0
FUN_023355,0,0,0,0,0,0
FUN_024288,0,0,4,2,4,2
FUN_025397,0,0,0,0,0,0
FUN_006470,0,0,0,0,0,0
FUN_006769,0,0,0,0,0,0
FUN_007466,0,0,0,0,0,0
FUN_008742,0,2,4,0,1,0
FUN_022218,0,0,0,0,0,0
FUN_022303,0,0,0,0,0,0
FUN_003132,0,0,0,3,3,2
FUN_000182,0,0,0,0,0,0
FUN_000361,0,0,0,0,0,0
FUN_000702,0,0,0,0,0,0
FUN_000138,0,0,0,0,0,0
FUN_000113,0,0,0,0,0,0
FUN_000654,0,0,0,0,0,0
FUN_000063,0,0,0,1,0,0
FUN_001448,0,0,0,0,0,0
FUN_002238,0,2,2,1,7,5
FUN_003333,0,0,0,2,0,0
FUN_017625,0,4,2,0,1,3
FUN_019042,0,0,0,0,2,0
FUN_019089,0,1,6,4,4,4
FUN_019394,0,0,0,0,3,0
FUN_019427,0,0,0,0,0,0
FUN_019992,0,0,0,0,0,0
FUN_022158,0,0,0,0,0,0
FUN_000279,0,0,0,0,0,0
FUN_000191,0,0,0,13,51,22
FUN_000602,0,0,0,0,0,0
FUN_000713,0,0,0,0,0,0
FUN_014326,0,0,0,0,0,0
FUN_018957,0,0,0,0,0,0
FUN_020752,0,0,3,0,0,0
FUN_020789,0,4,0,0,0,0
FUN_020897,0,0,0,0,0,0
FUN_021012,0,0,0,0,0,0
FUN_021141,0,0,0,0,0,0
FUN_021627,0,0,0,0,0,0
FUN_021690,0,0,0,0,0,0
FUN_021720,0,0,0,0,0,0
FUN_021737,0,0,0,0,0,0
FUN_022050,0,0,4,0,5,11
FUN_022189,0,0,0,0,0,0
FUN_022324,0,0,0,0,0,0
FUN_000466,0,0,0,0,0,0
FUN_000342,0,0,0,3,2,0
FUN_000786,0,0,0,0,0,0
FUN_001404,0,0,2,0,0,0
FUN_001955,0,0,0,0,0,0
FUN_002039,0,0,0,0,0,0
FUN_002325,0,0,0,0,0,0
FUN_003429,0,0,0,0,0,0
FUN_003779,0,0,0,0,0,0
FUN_004022,0,0,0,0,4,0
FUN_003968,0,0,0,0,0,0
FUN_006152,0,0,0,0,2,2
FUN_006972,0,0,0,0,0,0
FUN_007026,0,0,0,0,0,0
FUN_007264,0,0,0,0,0,0
FUN_008353,0,0,0,0,0,0
FUN_008634,0,0,3,0,15,0
FUN_009163,0,0,0,0,0,0
FUN_009698,0,0,0,0,0,0
FUN_010517,0,0,0,0,0,0
FUN_010527,0,0,0,0,0,0
FUN_010804,0,0,2,0,0,0
FUN_010834,0,0,0,0,0,0
FUN_010896,0,1,0,0,2,0
FUN_011093,0,0,0,0,0,0
FUN_011150,0,0,0,0,0,0
FUN_011339,0,0,0,0,0,0
FUN_012011,0,0,0,0,3,3
FUN_012382,0,0,0,0,0,0
FUN_012538,0,0,0,0,0,0
FUN_012715,0,0,0,0,0,0
FUN_012764,0,0,0,0,0,0
FUN_013295,0,0,6,0,0,0
FUN_013746,0,2,2,2,3,0
FUN_013800,0,0,2,0,0,0
FUN_013839,0,1,9,4,1,2
FUN_014014,0,0,0,0,0,0
FUN_014119,0,0,0,0,0,0
FUN_014296,0,0,3,0,0,0
FUN_014649,0,0,0,0,0,1
FUN_014720,0,0,0,0,0,0
FUN_015777,0,0,0,0,0,1
FUN_015931,0,0,0,0,0,0
FUN_016174,0,0,0,0,0,0
FUN_018626,0,0,0,0,0,0
FUN_018901,0,0,0,8,0,11
FUN_019194,0,4,5,2,0,2
FUN_019575,0,0,0,0,0,3
FUN_019745,0,0,0,0,0,0
FUN_019922,0,0,0,0,0,0
FUN_020136,0,0,0,0,0,0
FUN_020670,0,0,0,0,0,0
FUN_020816,0,0,0,0,0,0
FUN_021005,0,0,0,0,0,0
FUN_021200,0,0,7,0,0,0
FUN_021600,0,2,2,0,2,5
FUN_021618,0,0,0,0,0,0
FUN_021854,0,0,0,0,0,0
FUN_021900,0,0,0,0,0,0
FUN_022279,0,0,0,0,0,0
FUN_022294,0,0,0,3,0,3
FUN_000551,0,2,2,2,3,2
FUN_003695,0,0,0,0,0,0
FUN_003747,0,0,0,0,0,0
FUN_005826,0,0,3,0,0,0
FUN_009784,0,0,0,0,0,0
FUN_010360,0,0,0,0,0,0
FUN_011548,0,0,0,0,0,0
FUN_011928,0,6,3,3,6,3
FUN_016127,0,0,0,0,0,0
FUN_018593,0,2,11,3,9,4
FUN_018923,0,0,0,0,0,0
FUN_019064,0,0,0,0,0,0
FUN_019080,0,0,0,0,0,0
FUN_019091,0,0,0,0,0,0
FUN_019207,0,0,2,0,0,0
FUN_019230,0,0,0,0,0,0
FUN_019242,0,0,0,0,1,0
FUN_019253,0,2,0,0,0,0
FUN_019282,0,0,3,0,0,0
FUN_019321,0,0,0,0,0,0
FUN_020450,0,4,0,0,0,0
FUN_020548,0,0,0,0,0,0
FUN_020560,0,0,0,0,0,0
FUN_020576,0,0,0,0,0,0
FUN_020587,0,0,0,0,0,0
FUN_020700,0,0,0,0,0,0
FUN_020862,0,0,0,0,0,0
FUN_021471,0,0,0,0,0,0
FUN_021654,0,0,0,0,0,0
FUN_022102,0,0,2,0,0,0
FUN_000325,0,0,0,0,0,0
FUN_014976,0,0,0,0,0,0
FUN_016588,0,0,0,0,0,0
FUN_030234,0,0,1232,5799,3387,2852
FUN_021591,0,0,0,0,0,0
FUN_021896,0,0,0,0,0,0
FUN_000080,0,0,0,0,0,0
FUN_000286,0,0,0,0,0,0
FUN_000973,0,0,0,0,0,0
FUN_002771,0,0,0,0,0,0
FUN_004172,0,0,0,0,0,0
FUN_004284,0,0,0,0,0,0
FUN_004440,0,0,0,0,0,0
FUN_005303,0,0,0,0,0,0
FUN_005314,0,0,0,0,0,0
FUN_005467,0,0,0,0,0,0
FUN_005947,0,0,0,0,0,0
FUN_006224,0,0,0,0,0,2
FUN_006415,0,0,0,0,0,0
FUN_007559,0,0,0,0,0,0
FUN_008893,0,0,0,0,0,0
FUN_009495,0,0,0,0,0,0
FUN_009616,0,0,0,0,0,0
FUN_009697,0,0,0,0,0,0
FUN_010149,0,0,0,0,0,0
FUN_010441,0,0,0,0,0,0
FUN_011189,0,0,0,0,0,0
FUN_014348,0,0,0,0,0,0
FUN_014625,0,0,0,0,0,0
FUN_014707,0,0,0,0,0,0
FUN_015108,0,0,0,0,8,7
FUN_015233,0,0,0,0,0,0
FUN_015776,0,0,0,0,0,0
FUN_016407,0,0,0,0,0,0
FUN_016601,0,0,0,0,0,0
FUN_017323,0,0,5,0,6,0
FUN_018336,0,0,0,0,0,0
FUN_018504,0,0,0,0,0,0
FUN_018996,0,0,0,0,5,0
FUN_019176,0,0,0,0,0,0
FUN_019300,0,0,0,2,1,2
FUN_019554,0,0,0,0,0,0
FUN_019597,0,0,0,0,0,0
FUN_019624,0,0,0,0,0,0
FUN_020990,0,0,0,0,0,0
FUN_021068,0,0,0,0,0,0
FUN_021085,0,0,0,0,0,0
FUN_021228,0,0,0,0,0,0
FUN_021254,0,0,0,0,0,0
FUN_021290,0,0,0,0,0,0
FUN_021305,0,0,0,0,0,0
FUN_021318,0,0,0,0,0,0
FUN_021383,0,0,0,0,0,0
FUN_021453,0,0,0,0,0,0
FUN_021467,0,0,0,0,0,0
FUN_021481,0,0,0,0,0,0
FUN_021513,0,0,0,0,0,0
FUN_021631,0,0,0,0,0,0
FUN_021840,0,0,0,0,0,0
FUN_021909,0,0,0,0,0,0
FUN_021943,0,0,0,0,0,0
FUN_021946,0,0,0,0,0,0
FUN_021955,0,0,0,0,0,0
FUN_021959,0,0,0,0,0,0
FUN_021963,0,0,0,0,0,0
FUN_021972,0,0,0,0,0,0
FUN_021976,0,0,0,0,0,0
FUN_022103,0,0,0,0,0,0
FUN_022109,0,0,0,0,0,0
FUN_000392,0,0,0,0,0,0
FUN_000319,0,0,0,0,0,0
FUN_011920,0,0,0,1,0,2
FUN_012990,0,0,106,0,339,259
FUN_013896,0,0,0,0,0,0
FUN_014593,0,0,0,0,0,0
FUN_015194,0,2,6,0,3,5
FUN_017042,0,0,10,0,7,2
FUN_018250,0,0,0,2,0,0
FUN_019475,0,0,0,0,0,0
FUN_019535,0,0,0,0,0,0
FUN_021286,0,0,0,5,2,4
FUN_000558,0,0,0,0,0,0
FUN_000670,0,0,0,0,0,0
FUN_000499,0,0,0,0,0,0
FUN_000329,0,0,0,0,0,0
FUN_000014,0,0,0,0,0,0
FUN_001373,0,0,0,0,0,0
FUN_001675,0,0,2,0,0,0
FUN_006028,0,0,11,4,0,9
FUN_006303,0,0,0,0,0,0
FUN_006574,0,0,0,0,0,0
FUN_007696,0,0,0,0,0,0
FUN_008011,0,0,0,0,0,0
FUN_008584,0,0,0,0,0,0
FUN_008892,0,0,0,0,0,0
FUN_009155,0,0,0,0,0,0
FUN_009217,0,0,0,0,0,0
FUN_009478,0,2,0,0,0,0
FUN_009959,0,0,0,0,0,0
FUN_010739,0,0,0,0,2,0
FUN_010759,0,0,0,0,0,0
FUN_012378,0,0,0,0,0,0
FUN_012733,0,0,0,0,0,0
FUN_012983,0,0,0,0,0,0
FUN_013216,0,0,0,0,0,0
FUN_014217,0,0,0,2,0,0
FUN_014607,0,0,0,0,0,0
FUN_014816,0,2,6,4,14,0
FUN_014882,0,2,2,0,0,0
FUN_015103,0,0,0,0,0,0
FUN_015155,0,2,2,0,0,0
FUN_015510,0,0,0,0,0,0
FUN_016077,0,0,0,3,0,0
FUN_017994,0,0,0,0,0,0
FUN_018265,0,0,0,0,0,0
FUN_018321,0,0,5,0,3,9
FUN_021815,0,0,0,0,0,0
FUN_000374,0,1,0,2,0,0
FUN_000298,0,0,0,0,0,0
FUN_000043,0,0,0,0,0,0
FUN_000531,0,0,0,0,0,0
FUN_000390,0,0,0,0,0,0
FUN_001745,0,0,0,0,0,0
FUN_002042,0,0,2,0,0,0
FUN_003566,0,0,0,0,0,0
FUN_003698,0,0,0,0,0,0
FUN_011883,0,0,0,0,0,0
FUN_012088,0,0,0,0,0,0
FUN_012136,0,0,0,0,0,0
FUN_012576,0,0,0,0,0,0
FUN_012768,0,0,4,1,4,2
FUN_013094,0,0,0,0,0,0
FUN_013473,0,0,0,0,0,0
FUN_013726,0,0,0,0,0,0
FUN_013843,0,1,0,0,0,0
FUN_013861,0,1,0,1,0,0
FUN_013935,0,0,2,0,0,0
FUN_015217,0,0,0,0,0,0
FUN_016274,0,0,0,0,0,0
FUN_016561,0,0,0,0,0,0
FUN_016776,0,0,7,0,5,7
FUN_016871,0,0,0,0,0,0
FUN_017084,0,0,0,0,0,0
FUN_017109,0,0,0,0,0,0
FUN_017116,0,0,0,0,0,0
FUN_017155,0,0,0,0,0,0
FUN_017164,0,0,0,0,0,0
FUN_017173,0,0,0,0,0,0
FUN_017254,0,0,0,0,0,0
FUN_017262,0,0,0,0,0,0
FUN_017269,0,0,0,0,0,0
FUN_017316,0,0,0,0,0,0
FUN_017394,0,0,0,0,0,0
FUN_017490,0,0,0,0,0,0
FUN_017822,0,0,0,0,0,0
FUN_017960,0,0,0,0,0,0
FUN_017972,0,0,0,0,0,0
FUN_018159,0,0,0,0,0,0
FUN_018385,0,0,0,0,2,0
FUN_018503,0,0,0,0,0,0
FUN_018606,0,0,0,0,0,0
FUN_018783,0,0,0,0,0,0
FUN_019250,0,0,2,0,0,0
FUN_019755,0,0,0,0,0,0
FUN_019801,0,0,0,0,0,0
FUN_019824,0,0,0,0,2,0
FUN_019879,0,0,0,0,0,0
FUN_020744,0,0,0,0,0,0
FUN_020902,0,0,5,0,11,2
FUN_021089,0,0,0,0,0,3
FUN_021472,0,0,0,0,0,0
FUN_021681,0,0,0,0,0,0
FUN_022382,0,0,0,0,0,0
FUN_022515,0,5,7,9,12,12
FUN_022846,0,0,0,0,0,0
FUN_022933,0,0,0,0,0,0
FUN_023025,0,0,0,0,0,0
FUN_023067,0,0,0,0,0,0
FUN_023089,0,0,0,0,0,0
FUN_023142,0,0,0,0,0,0
FUN_023496,0,0,0,0,0,0
FUN_023782,0,0,0,0,0,0
FUN_024035,0,0,0,0,0,0
FUN_024049,0,0,0,0,0,0
FUN_024185,0,0,0,0,0,0
FUN_024445,0,0,0,0,0,0
FUN_024533,0,0,4,0,0,0
FUN_024547,0,0,0,0,0,0
FUN_024558,0,0,0,0,0,0
FUN_024661,0,0,0,0,0,0
FUN_025491,0,0,0,0,0,0
FUN_025641,0,0,0,0,0,0
FUN_025702,0,0,0,0,0,0
FUN_026057,0,0,0,0,0,0
FUN_026227,0,0,0,0,0,0
FUN_026379,0,0,0,0,0,0
FUN_026497,0,0,0,0,0,0
FUN_026503,0,0,0,0,0,0
FUN_026507,0,0,0,0,0,0
FUN_026517,0,0,0,0,0,0
FUN_027220,0,0,0,0,3,0
FUN_027288,0,0,0,0,0,0
FUN_027442,0,0,0,0,0,0
FUN_027516,0,0,0,0,0,0
FUN_027653,0,0,0,0,0,0
FUN_027838,0,0,0,0,0,0
FUN_027848,0,0,0,0,0,0
FUN_027861,0,0,0,0,0,0
FUN_027870,0,0,0,0,0,0
FUN_027879,0,0,0,0,0,0
FUN_027885,0,0,0,0,0,0
FUN_027894,0,0,0,0,0,0
FUN_027898,0,0,0,0,0,0
FUN_027904,0,0,0,0,0,0
FUN_028130,0,0,9,9,0,9
FUN_028513,0,0,0,2,2,0
FUN_028596,0,0,0,0,0,0
FUN_028819,0,0,0,0,0,0
FUN_028828,0,0,0,0,2,0
FUN_028837,0,0,0,0,0,0
FUN_028947,0,0,0,0,0,0
FUN_028994,0,0,0,0,0,0
FUN_029325,0,0,0,0,0,0
FUN_029358,0,0,0,0,0,1
FUN_029375,0,1,0,0,0,1
FUN_029532,0,0,0,0,0,0
FUN_029534,0,0,0,0,0,0
FUN_001823,0,1,2,0,0,0
FUN_006255,0,3,5,0,0,3
FUN_007461,0,0,8,0,5,0
FUN_007666,0,0,0,0,0,0
FUN_007707,0,0,0,0,2,0
FUN_007850,0,2,0,0,2,0
FUN_007919,0,0,0,0,0,0
FUN_007992,0,0,0,0,0,0
FUN_008169,0,0,0,0,0,2
FUN_008233,0,0,0,0,0,0
FUN_008290,0,0,0,0,0,0
FUN_008322,0,0,0,0,0,0
FUN_008566,0,0,0,0,0,0
FUN_009842,0,0,0,0,0,4
FUN_015421,0,0,0,0,0,0
FUN_015475,0,0,0,0,0,0
FUN_015522,0,0,0,0,0,0
FUN_015572,0,0,0,0,0,0
FUN_018346,0,0,0,0,0,0
FUN_018558,0,4,0,0,3,3
FUN_018931,0,0,0,0,0,0
FUN_019341,0,0,0,0,2,0
FUN_019481,0,0,39,0,21,11
FUN_019826,0,4,7,3,4,0
FUN_020260,0,0,0,0,0,0
FUN_000402,0,0,0,0,0,0
FUN_000657,0,0,0,0,0,0
FUN_000257,0,0,0,0,0,0
FUN_003949,0,0,1,3,2,2
FUN_006804,0,0,0,0,0,0
FUN_007443,0,7,0,45,0,0
FUN_007863,0,0,0,0,0,0
FUN_009439,0,0,0,0,1,0
FUN_012870,0,0,0,0,0,0
FUN_013844,0,0,4,0,3,5
FUN_015527,0,1,4,0,0,2
FUN_016774,0,0,0,0,0,3
FUN_016800,0,2,5,0,8,0
FUN_016893,0,0,0,0,0,0
FUN_017027,0,0,0,0,0,0
FUN_017238,0,0,0,0,0,0
FUN_020643,0,0,0,0,0,0
FUN_020763,0,0,0,0,0,0
FUN_021713,0,0,0,0,0,0
FUN_000384,0,0,0,0,0,0
FUN_001942,0,0,0,0,0,0
FUN_011372,0,0,0,0,0,0
FUN_011575,0,0,0,0,0,0
FUN_011636,0,0,0,0,0,0
FUN_011704,0,0,0,0,0,0
FUN_011885,0,0,4,0,1,9
FUN_012608,0,0,0,0,0,0
FUN_012803,0,0,0,0,2,2
FUN_012851,0,0,2,0,7,3
FUN_013871,0,0,0,0,0,0
FUN_013915,0,2,0,0,0,0
FUN_014261,0,0,0,0,5,0
FUN_014334,0,0,0,0,0,0
FUN_014703,0,0,0,0,0,0
FUN_014842,0,0,0,0,0,0
FUN_015250,0,0,0,0,0,0
FUN_016464,0,0,0,0,0,0
FUN_016562,0,0,0,0,0,0
FUN_016604,0,0,0,0,0,0
FUN_016684,0,0,0,0,0,0
FUN_017237,0,0,1,0,0,0
FUN_000652,0,0,0,0,0,0
FUN_000497,0,0,0,0,0,0
FUN_000322,0,0,0,0,0,0
FUN_002432,0,0,0,0,0,0
FUN_004501,0,0,0,0,0,1
FUN_005032,0,0,4,0,4,0
FUN_005191,0,0,0,0,0,0
FUN_005716,0,0,0,0,0,0
FUN_005951,0,0,3,0,6,7
FUN_007547,0,0,0,0,0,0
FUN_008104,0,0,0,0,0,0
FUN_008181,0,0,0,0,0,0
FUN_012246,0,0,3,0,0,0
FUN_015962,0,4,6,0,4,7
FUN_017393,0,0,2,0,2,2
FUN_017582,0,0,0,0,0,0
FUN_017804,0,0,0,0,0,0
FUN_017884,0,0,0,0,0,0
FUN_018030,0,0,0,0,0,0
FUN_018063,0,0,0,0,0,0
FUN_018244,0,0,0,0,0,0
FUN_018493,0,0,0,0,1,0
FUN_018712,0,0,0,0,0,0
FUN_020000,0,0,2,2,0,2
FUN_021405,0,5,7,9,3,4
FUN_000380,0,0,0,0,0,0
FUN_000762,0,0,0,0,0,0
FUN_000156,0,0,0,0,0,0
FUN_000353,0,0,0,0,0,0
FUN_000514,0,0,0,0,0,0
FUN_000708,0,0,0,0,0,0
FUN_005036,0,0,0,0,0,0
FUN_005801,0,0,0,0,0,0
FUN_006747,0,0,0,0,0,0
FUN_007987,0,0,0,0,0,0
FUN_008419,0,0,0,0,0,0
FUN_009997,0,0,0,1,0,0
FUN_010936,0,0,0,0,0,0
FUN_011028,0,0,0,0,0,0
FUN_012210,0,0,0,0,0,2
FUN_012335,0,0,0,0,0,0
FUN_015495,0,0,0,0,0,3
FUN_015577,0,0,0,0,0,0
FUN_019953,0,0,0,0,0,0
FUN_020049,0,0,0,0,0,0
FUN_020493,0,0,0,0,0,0
FUN_020554,0,0,0,0,0,0
FUN_000283,0,0,18,118,44,35
FUN_000651,0,0,0,0,0,0
FUN_000202,0,0,0,0,0,0
FUN_000056,0,3,0,0,0,4
FUN_001498,0,0,0,0,0,3
FUN_001580,0,0,0,0,0,0
FUN_001937,0,0,0,0,0,0
FUN_003095,0,0,0,0,0,0
FUN_004576,0,0,0,0,0,0
FUN_005885,0,0,0,0,0,0
FUN_006033,0,0,0,0,0,0
FUN_006160,0,0,0,0,0,0
FUN_006232,0,0,0,0,0,0
FUN_006452,0,0,0,0,0,0
FUN_006474,0,0,0,0,1,0
FUN_006486,0,0,0,0,0,0
FUN_006756,0,0,0,0,0,0
FUN_007025,0,0,0,0,0,0
FUN_007075,0,0,0,0,0,0
FUN_007123,0,0,0,0,0,0
FUN_007143,0,0,0,0,0,0
FUN_007166,0,0,0,0,0,0
FUN_007177,0,0,0,0,0,0
FUN_007806,0,0,0,0,0,0
FUN_007877,0,0,0,0,0,0
FUN_009579,0,0,0,0,0,0
FUN_010097,0,0,0,0,0,0
FUN_010151,0,3,8,0,1,0
FUN_010291,0,0,0,0,0,0
FUN_011066,0,0,0,0,0,0
FUN_011191,0,0,0,0,0,0
FUN_016711,0,0,0,0,0,0
FUN_017229,0,0,0,0,0,0
FUN_017737,0,8,6,4,9,11
FUN_017916,0,0,0,2,0,2
FUN_000705,0,0,0,0,0,0
FUN_011913,0,0,0,0,0,0
FUN_015221,0,1,2,3,4,1
FUN_015909,0,1,2,1,1,2
FUN_015926,0,0,2,0,1,1
FUN_017277,0,1,0,0,0,0
FUN_018743,0,0,0,0,0,0
FUN_020130,0,0,5,13,10,10
FUN_020201,0,3,4,2,3,1
FUN_000430,0,0,2,0,0,0
FUN_000122,0,0,0,0,0,0
FUN_004247,0,0,0,0,0,0
FUN_005832,0,0,0,0,0,0
FUN_007420,0,0,0,0,0,0
FUN_008526,0,0,0,0,0,0
FUN_010913,0,0,0,0,0,0
FUN_011040,0,0,0,0,0,0
FUN_012387,0,0,0,0,0,0
FUN_012904,0,0,0,0,0,0
FUN_014227,0,0,0,0,0,0
FUN_014342,0,0,0,0,0,0
FUN_014635,0,0,0,0,0,0
FUN_015554,0,0,0,0,0,0
FUN_015655,0,0,0,0,0,0
FUN_016290,0,0,0,0,0,0
FUN_016612,0,0,0,0,0,0
FUN_017281,0,0,0,0,0,0
FUN_017293,0,0,0,0,0,0
FUN_017367,0,0,0,0,0,0
FUN_017431,0,0,0,0,0,0
FUN_017612,0,0,0,0,0,0
FUN_017755,0,0,5,0,0,0
FUN_017778,0,0,0,0,0,0
FUN_017911,0,0,0,0,0,0
FUN_017931,0,0,0,0,0,0
FUN_017943,0,0,0,0,0,0
FUN_019416,0,0,0,0,0,0
FUN_019841,0,0,0,0,0,0
FUN_020107,0,0,0,0,0,0
FUN_020159,0,0,0,0,0,0
FUN_020515,0,0,0,0,0,0
FUN_020593,0,0,0,0,0,0
FUN_020741,0,0,1,0,0,2
FUN_021114,0,0,0,0,1,0
FUN_000137,0,0,0,0,0,0
FUN_000015,0,0,0,0,0,0
FUN_000447,0,0,0,0,0,0
FUN_001323,0,0,0,0,0,0
FUN_003583,0,0,0,0,0,0
FUN_004079,0,0,0,0,0,0
FUN_004113,0,0,0,0,0,0
FUN_004200,0,0,0,0,0,0
FUN_004903,0,0,0,0,0,0
FUN_004935,0,0,0,0,0,0
FUN_005560,0,0,0,0,0,0
FUN_005687,0,0,0,0,0,0
FUN_008196,0,0,0,0,0,0
FUN_008545,0,0,0,0,0,0
FUN_008610,0,0,0,0,0,0
FUN_009136,0,0,0,0,0,0
FUN_009471,0,0,0,0,0,0
FUN_009946,0,0,0,0,0,0
FUN_010251,0,3,0,0,0,3
FUN_011077,0,2,0,0,0,3
FUN_011117,0,0,0,1,2,1
FUN_011137,0,2,0,0,0,0
FUN_011157,0,0,0,1,0,1
FUN_011178,0,0,0,0,0,0
FUN_013125,0,0,0,0,0,0
FUN_013232,0,0,0,0,0,0
FUN_013469,0,0,0,0,0,0
FUN_015170,0,0,0,0,0,0
FUN_015366,0,0,0,0,0,0
FUN_016018,0,0,9,1,4,5
FUN_016278,0,0,0,0,0,0
FUN_016548,0,0,2,0,0,0
FUN_016715,0,0,0,0,0,0
FUN_018127,0,0,0,0,0,0
FUN_018253,0,0,0,0,0,0
FUN_020297,0,0,0,0,0,1
FUN_020423,0,0,0,0,0,0
FUN_020552,0,0,0,0,0,0
FUN_020557,0,0,0,0,0,0
FUN_020559,0,0,0,0,0,0
FUN_020566,0,0,0,0,0,0
FUN_020646,0,0,0,0,0,0
FUN_020813,0,0,0,0,0,0
FUN_020821,0,0,1,0,0,0
FUN_020829,0,1,0,0,1,1
FUN_020834,0,0,0,0,0,0
FUN_020837,0,0,0,0,0,0
FUN_020857,0,0,0,0,0,0
FUN_020976,0,0,0,0,0,0
FUN_020984,0,0,0,0,0,0
FUN_020986,0,0,0,0,0,0
FUN_020991,0,0,0,0,0,0
FUN_021034,0,1,1,4,6,4
FUN_021210,0,0,0,0,0,0
FUN_000613,0,3,2,2,0,1
FUN_004502,0,2,4,13,4,8
FUN_007812,0,0,0,0,0,3
