gene_id,SRR6819016,SRR6819017,SRR6819018,SRR6819020,SRR6819021,SRR6819022
FUN_007067,1162,1020,1692,1284,1517,1330
FUN_007231,461,600,861,569,739,695
FUN_007527,3507,3872,5903,3712,6147,4414
FUN_008085,2189,1630,2671,1513,2593,2086
FUN_008416,3045,2615,17857,5398,14354,10333
FUN_008955,35,26,49,19,46,49
FUN_009086,982,1520,3405,2286,3164,2961
FUN_009743,403,421,821,594,848,846
FUN_010022,428,352,581,273,449,437
FUN_010099,1095,1086,1756,1248,2053,1394
FUN_010313,2238,2109,4358,2451,4218,3137
FUN_010451,463,488,820,648,897,667
FUN_010548,451,519,1112,658,1225,975
FUN_010764,64,82,201,113,207,176
FUN_030279,1758,2076,3192,2365,2841,2571
FUN_028353,336,217,370,248,303,269
FUN_028370,348,347,498,355,489,397
FUN_028582,80,88,147,112,137,113
FUN_028606,54,65,120,61,98,65
FUN_028640,42,64,99,62,92,88
FUN_028461,13,36,39,42,36,36
FUN_028436,63,41,66,50,53,73
FUN_028476,24,8,36,11,45,38
FUN_028485,373,296,703,236,620,453
FUN_028493,20,37,23,28,52,31
FUN_028507,412,333,587,281,628,1569
FUN_028540,117,175,397,118,345,463
FUN_028691,158,413,853,660,933,780
FUN_028704,197,190,230,209,241,193
FUN_028711,53,54,29,37,30,30
FUN_028752,3938,3512,5502,3727,5027,4090
FUN_028788,722,778,1332,740,1155,1216
FUN_028859,25,19,22,25,21,19
FUN_028867,23,16,56,34,35,11
FUN_028845,479,446,821,636,827,731
FUN_028854,68,18,66,47,40,33
FUN_028885,565,486,1394,614,1549,1003
FUN_028909,306,323,484,307,392,305
FUN_028970,86,59,51,100,64,39
FUN_028989,37,39,64,45,53,36
FUN_028928,355,475,1036,509,705,730
FUN_029019,419,339,690,358,737,582
FUN_029073,174,238,336,186,271,252
FUN_029025,1629,1240,1800,2284,1851,1430
FUN_029034,1269,1442,1828,1608,1789,1651
FUN_029057,234,252,413,670,420,386
FUN_030288,19,17,21,27,18,23
FUN_029092,874,803,198,1202,14,4
FUN_029103,709,731,119,1288,54,12
FUN_029117,895,1215,321,1592,23,4
FUN_029307,10,0,8,20,12,12
FUN_029329,0,10,28,22,24,26
FUN_030289,16,27,16,25,17,15
FUN_029341,0,0,8,4,0,6
FUN_029345,13,15,30,16,32,18
FUN_029373,87,57,90,86,74,44
FUN_029376,65,52,17,38,5,11
FUN_029383,94,85,44,60,26,29
FUN_029387,42,30,86,21,44,52
FUN_029433,111,127,217,137,202,187
FUN_029445,122,127,292,185,189,180
FUN_029499,20,29,46,43,49,50
FUN_029389,1330,1814,2698,1947,2566,2213
FUN_029400,221,252,398,248,359,320
FUN_029407,504,548,880,587,943,768
FUN_029413,1120,1272,2222,1317,2328,1856
FUN_003577,251,232,428,299,495,342
FUN_004852,125,265,466,555,515,446
FUN_003734,838,960,2031,1383,1904,1840
FUN_004428,1109,748,796,572,837,691
FUN_006269,5,21,8,8,3,11
FUN_007279,140,179,316,198,287,297
FUN_007663,15,24,66,14,82,27
FUN_007509,2705,2197,2993,2259,3312,2519
FUN_007826,634,650,707,468,721,470
FUN_008285,920,506,783,998,623,868
FUN_010980,0,0,0,0,0,0
FUN_012508,2,1,2,1,2,1
FUN_013072,0,0,0,0,0,0
FUN_015439,0,13,13,9,19,23
FUN_015612,0,0,0,0,5,0
FUN_015691,0,0,7,8,7,10
FUN_014871,48,60,93,40,71,52
FUN_014973,15,26,35,5,24,23
FUN_015127,31,49,109,47,80,59
FUN_008604,665,240,2949,190,2679,2973
FUN_008690,11,26,5,50,5,4
FUN_008756,536,627,1003,651,814,632
FUN_009002,1301,1199,1611,1212,1456,1245
FUN_016035,1040,168,4935,107,3963,4656
FUN_016952,0,0,21,0,13,20
FUN_016336,1713,1738,2360,1498,2326,1869
FUN_016475,358,258,480,277,496,408
FUN_016500,339,347,648,399,590,484
FUN_019157,239,170,212,145,205,179
FUN_021259,38,35,157,30,115,92
FUN_021189,1749,368,1895,567,554,404
FUN_021358,208,123,55,181,31,26
FUN_022464,26,31,18,10,14,20
FUN_023053,253,282,367,230,444,331
FUN_023071,389,343,560,301,445,456
FUN_016759,0,0,15,5,0,0
FUN_019240,84,75,327,74,400,241
FUN_020506,207,207,440,294,475,385
FUN_021354,427,676,1012,726,648,739
FUN_021827,0,14,25,0,0,0
FUN_022261,37,55,626,170,718,492
FUN_025749,0,3,0,0,7,0
FUN_025947,0,0,0,2,0,0
FUN_025988,0,4,6,1,10,2
FUN_026224,0,0,0,0,0,0
FUN_026311,0,0,0,0,11,0
FUN_026351,0,0,0,9,0,0
FUN_026401,9,4,33,9,29,26
FUN_026433,0,0,0,0,0,0
FUN_027174,0,0,0,0,0,0
FUN_011423,64,88,72,121,104,104
FUN_011500,89,99,89,91,108,94
FUN_011643,62,79,215,120,242,188
FUN_011937,1814,1701,2928,1672,2733,2115
FUN_012032,53,69,57,55,37,63
FUN_012181,9408,8736,10745,10335,10213,9470
FUN_012426,432,412,743,455,700,504
FUN_012617,270,191,466,280,494,411
FUN_030280,13,6,987,2730,2469,2289
FUN_030281,576,115,6121,1357,7281,7017
FUN_013153,385,213,489,287,545,439
FUN_013423,394,411,647,511,509,521
FUN_013678,384,375,2447,675,2934,2008
FUN_013735,785,789,1222,605,944,796
FUN_013864,755,559,1175,577,870,727
FUN_013973,453,378,869,413,806,573
FUN_014095,1294,1164,2768,1230,2683,1863
FUN_014197,83,114,376,221,277,205
FUN_016114,20,48,40,63,20,33
FUN_016575,45,28,69,39,39,44
FUN_016961,63,118,472,152,376,319
FUN_017039,431,359,528,274,347,384
FUN_017179,197,190,841,211,492,385
FUN_017359,61,57,76,56,98,76
FUN_017447,447,467,555,445,416,379
FUN_017585,62,33,50,35,34,38
FUN_030282,953,768,1247,980,1118,970
FUN_030283,547,807,1410,1091,1102,1056
FUN_018433,2,1,2,0,2,1
FUN_018653,6,18,30,9,70,30
FUN_018832,1446,887,134,629,115,180
FUN_019100,1560,989,149,681,159,190
FUN_019390,24,7,25,15,45,12
FUN_019439,586,607,1145,815,1092,995
FUN_019587,2463,2662,3046,2610,2325,3301
FUN_019832,72,136,183,197,181,229
FUN_019901,1016,680,1529,852,1368,1127
FUN_019933,371,385,528,347,428,392
FUN_030284,265,252,431,265,458,358
FUN_020449,6,23,49,50,111,60
FUN_020464,13,30,70,54,110,69
FUN_030285,72,123,233,277,233,224
FUN_021209,1222,1063,1134,801,1034,899
FUN_021626,7,14,9,8,10,8
FUN_021694,103,43,1985,30,498,351
FUN_021860,5777,6146,9428,7029,9567,7283
FUN_021939,3370,3434,5724,3940,4972,4648
FUN_022082,147,144,214,140,229,184
FUN_022135,187,200,317,168,358,331
FUN_022182,9228,8005,13221,9149,12504,10123
FUN_022244,151,137,195,147,178,227
FUN_022323,133,141,24,222,0,16
FUN_022344,545,375,649,463,576,554
FUN_022390,2058,2230,3532,1998,3173,2634
FUN_022499,85,51,222,127,331,92
FUN_022543,23,15,28,58,70,39
FUN_022579,1052,1060,640,1198,669,284
FUN_022624,103,178,592,572,812,600
FUN_022692,395,313,478,266,491,358
FUN_022724,400,355,1223,748,1108,994
FUN_022796,2141,2884,5372,3481,5555,4203
FUN_022867,19682,14699,22686,17686,22956,13966
FUN_022907,312,328,488,331,439,576
FUN_022917,388,337,727,483,633,596
FUN_030286,14,18,101,38,69,56
FUN_023285,78,84,101,55,64,45
FUN_023337,46,46,0,30,15,22
FUN_023460,6430,5753,7132,7128,8955,3776
FUN_023513,2980,2601,46,4402,0,6
FUN_023567,7346,2524,430,3990,34,13
FUN_023800,10525,3523,194,5439,0,10
FUN_023843,15980,4917,283,7887,32,7
FUN_023870,10723,7772,14937,7463,20477,10645
FUN_023896,41,16,54,31,20,14
FUN_023927,22379,7701,695,13140,15,22
FUN_023964,54149,62109,92720,83981,162534,77958
FUN_024002,683,882,656,750,317,1261
FUN_024042,17598,12974,18859,15348,20395,14792
FUN_024092,4711,4487,21899,5716,31507,15092
FUN_024129,24,26,15,51,12,16
FUN_024157,576,606,1314,865,1096,1027
FUN_024230,29924,37640,63389,54423,111250,33038
FUN_024272,5,0,0,0,0,5
FUN_024312,299,281,251,121,179,253
FUN_024365,54,83,100,75,99,101
FUN_024707,1,0,0,1,0,0
FUN_024750,11,15,35,17,29,22
FUN_024771,19,38,39,48,43,44
FUN_024810,164,199,316,202,397,272
FUN_024984,624,538,961,606,944,769
FUN_025023,12,17,29,27,48,34
FUN_025050,148,182,295,132,337,235
FUN_025115,252,246,488,294,522,449
FUN_025265,207,279,412,250,383,270
FUN_025411,90,107,232,108,194,195
FUN_025556,1535,1934,3268,2049,2707,2702
FUN_025957,22,14,20,23,21,20
FUN_025993,2,5,3,0,3,2
FUN_026027,54,33,141,120,209,152
FUN_026070,2,0,3,4,2,2
FUN_026117,68,66,172,93,127,140
FUN_026171,39,29,68,27,104,69
FUN_026267,82,68,162,103,138,124
FUN_026297,1,3,2,1,5,3
FUN_026376,42,52,121,81,137,97
FUN_026468,36,22,27,9,27,30
FUN_026525,6539,5918,9852,6339,9265,7495
FUN_026539,2773,2295,3253,2081,3249,2159
FUN_026545,172,237,581,240,491,344
FUN_026586,167,135,342,193,312,324
FUN_026703,24,96,19,22,16,10
FUN_026778,2539,4535,6548,4525,6776,5807
FUN_026834,8,0,54,37,53,42
FUN_026894,310,487,877,564,949,732
FUN_026972,1532,1582,2904,2145,2647,2443
FUN_027005,5637,6455,12084,10722,12925,11593
FUN_027231,34,54,71,67,75,51
FUN_027297,3,0,6,0,3,0
FUN_027336,560,674,1157,642,718,797
FUN_027518,375,390,1471,454,2858,1418
FUN_027592,67,83,14,25,6,135
FUN_027632,92,164,177,176,159,199
FUN_027677,5212,4336,5761,5394,6359,5503
FUN_027686,423,365,682,410,682,503
FUN_027700,551,493,1756,592,1626,989
FUN_027745,87,119,220,152,149,153
FUN_027757,6,3,32,12,7,18
FUN_027781,727,701,1304,762,943,859
FUN_027811,171,103,392,220,308,344
FUN_027845,126,142,455,234,384,352
FUN_027876,190,237,692,393,753,530
FUN_027888,896,732,1210,785,1088,824
FUN_027911,455,442,752,467,692,628
FUN_027936,2561,2048,3977,2060,3706,2751
FUN_027959,41431,31127,36785,28946,33466,26176
FUN_027973,658,648,1835,1076,1686,1699
FUN_030287,35,45,38,8,31,335
FUN_028027,50,66,73,47,80,69
FUN_028042,909,762,1478,995,1571,1130
FUN_028060,514,647,1903,1255,1979,1473
FUN_028084,1922,1810,2607,1861,2402,2066
FUN_028124,67,152,165,214,225,151
FUN_028191,63,177,217,212,254,210
FUN_028230,786,1145,1720,1404,1741,1464
FUN_024904,5,0,23,4,29,14
FUN_024909,5,16,32,8,25,19
FUN_024808,120,127,168,96,138,188
FUN_024837,173,147,168,96,128,138
FUN_025445,1,0,6,9,3,2
FUN_025909,0,0,0,0,0,0
FUN_026565,6,4,8,0,9,8
FUN_026597,272,209,384,197,389,328
FUN_026628,350,236,3,11,4,0
FUN_023112,21408,16725,19550,13975,17890,14216
FUN_026653,1717,1669,3288,2105,3210,2757
FUN_026771,0,5,0,0,0,0
FUN_026785,14,13,40,32,36,49
FUN_030302,15,25,2992,1586,4310,4064
FUN_026731,553,212,97,15,24,5
FUN_026706,5179,5837,216,1769,57,29
FUN_028221,0,0,0,0,0,0
FUN_030303,176,293,251,203,387,131
FUN_027111,0,0,0,0,0,0
FUN_027173,0,0,0,0,0,0
FUN_027251,0,0,0,0,0,0
FUN_027344,0,0,0,0,0,0
FUN_027374,0,0,0,0,0,0
FUN_027396,0,0,0,0,1,0
FUN_027437,0,0,0,0,0,0
FUN_027474,0,0,0,0,0,0
FUN_027570,0,0,0,0,9,0
FUN_027617,0,0,0,0,0,0
FUN_027673,0,0,0,0,0,0
FUN_027739,0,0,0,0,0,0
FUN_027742,0,0,0,0,0,3
FUN_027912,0,0,0,0,0,0
FUN_027913,0,0,0,0,0,0
FUN_027926,0,0,0,0,0,0
FUN_027201,8,4,11,6,8,15
FUN_027230,9,9,26,20,19,19
FUN_027276,2,0,2,2,0,0
FUN_027279,1,0,0,0,0,0
FUN_027285,1,0,0,0,0,0
FUN_027820,44,57,75,51,79,77
FUN_027840,4,1,6,2,5,2
FUN_027849,46,43,76,86,95,68
FUN_027938,190,138,239,201,225,181
FUN_028894,0,0,0,0,0,0
FUN_028898,0,0,0,0,0,0
FUN_028902,0,0,1,0,0,2
FUN_028959,2,2,3,2,2,0
FUN_028964,1,2,9,0,7,5
FUN_028969,44,24,39,32,56,30
FUN_028975,13,19,27,22,32,28
FUN_029043,18,46,90,50,72,64
FUN_028997,290,211,280,185,230,230
FUN_029002,33,65,74,48,63,78
FUN_029064,0,7,2,0,0,5
FUN_029067,392,388,895,528,862,608
FUN_029083,213,198,488,248,476,397
FUN_029089,470,577,1026,692,973,867
FUN_029098,608,512,542,757,141,103
FUN_029246,8,10,21,14,13,4
FUN_029197,53,117,143,123,121,172
FUN_029126,502,700,787,524,774,654
FUN_029310,16,9,15,10,0,8
FUN_029475,0,0,6,0,2,0
FUN_001917,59,84,152,105,214,139
FUN_002208,223,206,485,244,419,345
FUN_002471,56,63,105,74,117,141
FUN_002762,269,302,607,392,594,574
FUN_004016,183,151,209,211,171,141
FUN_003295,0,0,0,0,0,0
FUN_003353,2287,2376,3336,2493,3068,2991
FUN_004270,776,847,965,640,883,734
FUN_004603,369,337,967,541,962,801
FUN_004740,458,436,767,473,800,564
FUN_006478,128,191,420,149,371,184
FUN_005749,798,1040,2079,1373,1792,1793
FUN_004992,114,226,215,131,140,152
FUN_005138,4409,3675,5054,4281,4555,4372
FUN_005439,121,227,218,187,200,195
FUN_007237,0,0,8,0,0,0
FUN_010727,4,10,12,17,7,10
FUN_006672,2105,2337,3993,2721,3737,3087
FUN_006867,8,8,15,13,11,9
FUN_009480,0,2,0,3,0,0
FUN_030309,0,2,3,0,0,0
FUN_008608,336,423,467,349,289,256
FUN_009084,2,5,3,5,7,2
FUN_011967,39,148,188,212,164,173
FUN_011223,1824,2339,3263,2435,2608,2350
FUN_012302,398,420,1203,835,1051,1022
FUN_012506,1038,554,551,510,346,924
FUN_012660,761,724,1353,716,1317,935
FUN_012718,483,472,900,686,1012,803
FUN_013300,204,201,433,287,433,331
FUN_013728,893,1579,3392,1873,3039,2964
FUN_014165,177,200,579,305,651,485
FUN_014908,226,189,236,224,171,185
FUN_014396,18793,12590,15390,11083,13789,11846
FUN_014480,978,1188,1792,1326,1680,1543
FUN_014685,302,233,477,330,487,407
FUN_014763,300,210,451,331,484,409
FUN_015932,45,67,140,73,61,36
FUN_016636,0,4,19,5,0,10
FUN_016662,3,2,4,0,8,4
FUN_016183,159,159,1217,240,1052,788
FUN_016724,53,26,793,764,1688,1914
FUN_017726,5,3,24,8,19,21
FUN_017754,4,10,24,16,19,22
FUN_015521,1325,2522,577,2191,645,803
FUN_015630,2751,3039,960,2791,865,1225
FUN_017940,12,6,41,18,40,25
FUN_018739,8,0,8,0,6,6
FUN_019731,4,7,15,5,9,10
FUN_020227,49,44,75,71,36,74
FUN_020912,3,6,4,10,5,2
FUN_020525,3,9,17,12,11,8
FUN_020581,13,21,38,19,15,39
FUN_021146,137,153,211,172,335,284
FUN_019876,635,497,732,448,620,586
FUN_019938,1430,1639,2725,1884,2581,2400
FUN_020112,818,605,1307,644,1437,1049
FUN_021386,98,107,112,94,95,97
FUN_021249,445,558,1267,589,1113,958
FUN_021340,211,192,273,171,244,246
FUN_021507,1652,1484,1967,1349,1752,1390
FUN_021863,3,3,0,1,2,1
FUN_021872,10,5,13,0,3,7
FUN_021885,23,11,11,14,12,7
FUN_021577,619,841,1427,1009,1248,1300
FUN_021802,368,350,568,365,469,372
FUN_022379,180,154,324,187,304,241
FUN_022413,183,181,209,128,120,159
FUN_022278,1547,1707,3123,2220,3402,2501
FUN_022627,0,31,41,24,51,50
FUN_022483,1055,1354,2725,1397,2377,2196
FUN_022650,285,226,471,275,487,330
FUN_022679,7321,5406,5716,4341,5542,4405
FUN_022723,1132,943,1199,1065,1141,992
FUN_022821,1115,896,2358,1382,2221,2053
FUN_022879,639,661,1052,624,1018,794
FUN_023073,0,0,0,0,0,3
FUN_023201,33,21,62,48,31,19
FUN_023289,66,50,125,91,83,91
FUN_023674,3,5,17,12,5,9
FUN_022974,3674,2139,3660,2904,1986,3395
FUN_023931,4438,4887,8130,5388,8319,6455
FUN_024348,102,143,280,176,226,136
FUN_024020,1171,1182,1970,1263,1663,1791
FUN_024585,9,20,11,26,12,0
FUN_024488,167,168,320,169,299,266
FUN_024658,266,239,263,183,206,197
FUN_024691,0,0,0,0,1,1
FUN_024713,31,77,159,93,141,134
FUN_030310,44,36,65,33,55,184
FUN_024764,8,17,15,10,9,14
FUN_024781,349,196,350,185,251,244
FUN_025161,0,0,0,0,0,0
FUN_024950,446,423,1345,889,1169,949
FUN_025509,8,1,23,28,34,31
FUN_026270,128,93,146,84,144,116
FUN_026359,42,33,46,24,48,32
FUN_026486,40,40,87,57,93,47
FUN_026128,84,100,262,93,215,174
FUN_026162,458,415,588,417,429,416
FUN_026198,673,716,1344,817,1299,1013
FUN_026570,1239,1440,2236,1658,2382,1845
FUN_026618,3978,3305,6370,4428,5841,4631
FUN_026645,876,753,1601,1064,1586,1060
FUN_026675,321,369,391,341,386,382
FUN_026711,664,1060,2082,1510,1819,1660
FUN_026827,44,68,139,97,256,137
FUN_026877,278,596,1087,789,1779,1126
FUN_026896,8,12,17,20,18,13
FUN_026908,3013,2606,5023,3474,7386,4598
FUN_026981,671,670,1329,900,1948,1180
FUN_027003,830,820,1194,919,1241,817
FUN_027021,211,224,353,195,323,250
FUN_027032,542,515,1039,647,1047,901
FUN_027232,182,150,390,161,307,219
FUN_027161,674,652,1039,594,922,818
FUN_027377,121,130,224,148,188,169
FUN_027512,3,0,5,10,2,4
FUN_027827,0,0,0,0,0,0
FUN_027289,376,384,737,392,601,521
FUN_027330,269,250,508,289,483,391
FUN_027862,97,161,249,150,120,142
FUN_028066,0,0,1,0,0,0
FUN_028031,256,226,421,252,416,348
FUN_028087,149,98,188,127,217,174
FUN_028163,110,145,281,122,210,184
FUN_028174,1188,1286,2063,1667,2574,2011
FUN_028329,169,179,316,190,318,232
FUN_028339,370,364,745,394,644,513
FUN_028254,184,210,465,222,469,300
FUN_028196,634,452,3142,1054,3189,4284
FUN_028236,313,191,368,223,411,349
FUN_028282,588,544,1313,832,1254,1187
FUN_028306,162,251,352,178,298,257
FUN_028349,2365,2332,3963,2373,3879,3268
FUN_028367,32,23,47,29,46,39
FUN_028550,0,8,0,3,0,0
FUN_030312,543,779,1104,882,1155,967
FUN_028474,13,12,23,17,19,29
FUN_028511,66,64,99,67,83,80
FUN_028710,4,0,14,0,12,5
FUN_028700,54,15,258,7,29,18
FUN_028733,27,27,59,16,50,58
FUN_028760,2,2,2,2,2,2
FUN_028764,4,9,16,4,10,5
FUN_028773,4,6,6,5,10,12
FUN_028778,11,13,16,24,39,11
FUN_028836,26,15,16,13,23,17
FUN_028850,76,79,139,82,181,112
FUN_028918,1014,1093,1825,873,1550,1533
FUN_028593,0,0,4,0,0,0
FUN_028605,0,0,0,0,0,0
FUN_028632,0,0,0,0,0,0
FUN_028639,16,11,13,9,9,4
FUN_030313,11012,14278,19232,19249,33373,13145
FUN_028671,253,710,35,73,35,32
FUN_028678,147,283,69,188,125,36
FUN_028940,2968,3016,5275,2990,4241,4032
FUN_029062,81,125,290,487,355,309
FUN_029093,454,400,1069,559,1186,703
FUN_029010,363,302,432,389,390,370
FUN_029023,4398,2986,908,2747,687,1355
FUN_029035,881,703,1463,900,1283,1064
FUN_029106,324,317,510,261,574,412
FUN_029109,619,695,973,742,1037,782
FUN_029131,0,9,18,13,19,22
FUN_029145,7793,6977,10408,7874,10036,8285
FUN_029157,479,359,684,383,557,452
FUN_029162,452,318,857,286,862,601
FUN_029165,717,714,1137,961,1008,1017
FUN_029186,0,2,0,0,0,0
FUN_029179,8,52,85,86,81,72
FUN_029202,719,1238,1926,1147,1219,1337
FUN_029252,432,391,521,360,481,490
FUN_029278,133,121,380,232,366,322
FUN_029285,25,18,71,46,87,160
FUN_000851,0,0,1,0,0,0
FUN_000990,0,0,0,0,0,0
FUN_001014,0,0,0,0,0,0
FUN_001043,0,0,0,0,0,0
FUN_000823,1,0,0,0,0,0
FUN_006141,0,0,0,0,0,0
FUN_006466,47,59,131,57,80,109
FUN_029270,16380,16004,15701,11616,15541,12593
FUN_012705,3,2,10,3,6,2
FUN_013543,11,4,19,25,22,0
FUN_015865,2,0,2,2,5,0
FUN_014850,594,438,915,497,875,672
FUN_014904,261,297,576,297,537,443
FUN_015002,1212,1273,2093,1353,1958,1631
FUN_015145,885,718,1347,754,1351,884
FUN_015471,2,2,6,0,0,0
FUN_016045,635,531,1166,933,1187,1239
FUN_016219,96,160,399,316,385,515
FUN_016383,1120,945,1098,704,993,851
FUN_016740,590,448,911,502,720,447
FUN_016901,19,11,18,13,38,27
FUN_016793,152,107,101,97,83,86
FUN_016827,102,127,195,160,121,126
FUN_019269,0,0,0,0,0,0
FUN_019606,0,0,0,0,0,4
FUN_019858,3,0,0,0,3,0
FUN_020490,0,0,0,0,0,2
FUN_022687,6,14,26,14,37,38
FUN_019408,698,844,1371,1155,1207,1208
FUN_019486,206,198,192,222,152,96
FUN_023030,4,0,7,3,6,0
FUN_023107,189,99,387,234,378,371
FUN_023389,69,82,60,32,43,41
FUN_024270,2,1,7,3,7,3
FUN_024336,2,0,0,2,0,5
FUN_025151,18,23,0,11,0,0
FUN_025258,12,74,240,174,311,250
FUN_025350,1,2,6,7,16,5
FUN_025494,71,58,193,112,194,161
FUN_025981,20,17,14,14,12,7
FUN_025990,9,9,14,6,1,11
FUN_026342,2,0,2,0,11,7
FUN_026489,4,0,0,5,0,5
FUN_026500,5,0,12,7,13,17
FUN_026567,5,3,5,3,6,3
FUN_026798,0,24,36,11,33,29
FUN_026866,2231,3207,4110,2572,4057,3232
FUN_026939,144,137,291,160,210,225
FUN_027260,0,0,1,0,0,1
FUN_027234,427,333,393,302,366,265
FUN_027771,24,21,65,44,72,30
FUN_027799,9,9,26,10,29,24
FUN_027993,0,0,0,0,0,0
FUN_028058,478,64,96,33,4,0
FUN_028103,720,735,1597,759,1575,1119
FUN_028247,2,0,0,0,0,7
FUN_028307,0,0,0,0,2,0
FUN_028138,585,535,1013,584,797,835
FUN_028880,0,0,46,41,67,105
FUN_028910,260,231,216,159,230,213
FUN_028929,1055,665,7,29,0,0
FUN_028958,2,16,0,0,0,0
FUN_028949,9,3,1,3,2,6
FUN_028954,21,12,3,5,0,6
FUN_028943,2202,1460,33,63,17,17
FUN_029036,201,233,641,275,558,551
FUN_029051,15,29,58,27,40,38
FUN_029056,33,46,70,45,57,55
FUN_029286,2,0,0,0,3,2
FUN_029300,75,58,77,68,70,60
FUN_000033,1,4,0,2,0,3
FUN_000521,35,15,40,20,25,31
FUN_001214,8,5,41,35,35,28
FUN_003039,1,3,1,0,0,0
FUN_003789,4,7,4,14,5,0
FUN_003127,695,717,1340,814,1203,979
FUN_004064,20,37,107,78,61,66
FUN_004314,91,166,346,213,280,222
FUN_004698,451,416,864,444,506,523
FUN_004987,25,15,70,9,109,98
FUN_005105,233,226,646,334,801,610
FUN_005640,1588,1873,3142,2505,3613,3190
FUN_006375,45,7,20,5,12,6
FUN_007283,5,11,28,24,20,21
FUN_007418,118,291,547,352,394,380
FUN_006491,327,352,631,361,647,555
FUN_006806,528,506,721,588,777,579
FUN_008002,928,909,1659,990,1711,1302
FUN_008264,881,836,738,777,674,625
FUN_008771,30,21,38,28,27,43
FUN_008438,367,408,826,531,682,698
FUN_008581,765,599,1547,771,1387,1114
FUN_008706,73,95,130,62,82,50
FUN_009967,0,0,10,0,0,0
FUN_010381,0,0,0,0,0,0
FUN_011322,0,0,0,7,0,0
FUN_009412,61,101,143,77,154,98
FUN_009607,238,261,415,261,472,385
FUN_010048,446,406,905,463,884,586
FUN_011631,508,818,883,643,470,446
FUN_018664,0,8,10,0,27,12
FUN_018728,0,4,5,0,13,5
FUN_018764,0,0,4,0,5,0
FUN_019015,0,0,0,0,0,0
FUN_018888,1621,1641,3287,1863,2718,2354
FUN_019021,1091,1035,1573,1044,1496,1175
FUN_019047,335,416,819,535,876,722
FUN_019294,452,405,501,512,374,400
FUN_019399,82,112,115,138,105,114
FUN_019697,9,18,32,22,19,30
FUN_019564,948,1025,1722,1065,1842,1676
FUN_019779,145,191,450,233,210,545
FUN_013177,0,0,0,0,0,1
FUN_014847,0,0,0,0,0,0
FUN_014874,0,0,0,0,0,0
FUN_014894,0,0,0,0,0,0
FUN_015022,0,0,0,0,0,0
FUN_015044,0,0,0,0,0,0
FUN_015144,0,0,0,0,0,0
FUN_015585,0,0,0,0,1,0
FUN_015606,0,5,6,0,15,0
FUN_015983,0,0,0,0,0,0
FUN_016047,0,0,0,0,0,0
FUN_012634,1331,1872,3990,1242,4094,2306
FUN_012894,487,226,1171,605,618,534
FUN_013000,3,0,8,9,7,9
FUN_013112,9621,7795,26763,10267,35026,15428
FUN_013192,100,53,2168,92,1274,864
FUN_013322,1177,933,2039,827,2335,1405
FUN_013443,62,56,44,43,0,0
FUN_013558,1160,818,443,486,274,4361
FUN_013664,69,82,45,55,22,491
FUN_013739,205,131,137,74,80,3407
FUN_013943,105,136,171,38,86,2621
FUN_014185,2283,2618,1378,598,1351,57321
FUN_014458,536,313,721,288,1042,615
FUN_014683,218,241,67,409,10,5
FUN_014791,788,627,2097,1883,2361,1912
FUN_014932,17,0,28,8,48,34
FUN_015169,81,86,398,148,590,502
FUN_015258,5,4,5,2,10,10
FUN_015282,15,35,105,18,213,138
FUN_015403,30,25,100,22,128,103
FUN_015831,86,83,265,93,280,299
FUN_016014,5,6,13,6,7,5
FUN_016053,20,53,58,81,57,70
FUN_016151,50,58,159,76,111,180
FUN_016432,1,1,1,0,1,0
FUN_016478,2358,1988,2927,2001,2596,2094
FUN_016552,843,797,1746,996,1650,1266
FUN_016681,735,920,2231,1152,2093,1321
FUN_016832,218,211,561,333,350,357
FUN_017127,7,4,9,6,10,11
FUN_017180,636,402,1285,598,1873,1660
FUN_017345,212,154,424,164,374,352
FUN_017448,581,568,1290,675,1238,1132
FUN_017744,1628,1754,2437,1466,2307,1823
FUN_017813,1049,578,1978,844,2365,1874
FUN_018093,1279,1151,2607,1634,2188,2090
FUN_018509,2066,657,3770,2055,2081,1526
FUN_018545,1164,641,3510,2178,2177,1561
FUN_019904,2704,2113,4295,2860,4968,3340
FUN_020020,469,880,6848,594,11438,5192
FUN_020070,260,401,3529,420,4885,2764
FUN_020132,145,89,215,142,234,143
FUN_020164,85,67,133,76,114,64
FUN_020186,699,497,898,720,824,619
FUN_020239,690,519,1749,3047,2101,1918
FUN_021634,0,0,144,0,73,61
FUN_021242,318,253,418,322,322,221
FUN_020727,835,713,1217,861,980,937
FUN_020891,1470,1504,1798,1527,1138,1105
FUN_022115,11,0,0,6,15,12
FUN_022529,19,7,37,22,45,41
FUN_023005,11,7,6,12,14,9
FUN_023631,23,10,30,15,36,20
FUN_023753,21,26,35,17,21,20
FUN_023914,67,78,169,56,122,131
FUN_023868,919,773,1327,903,1256,1006
FUN_023900,149,142,81,109,59,72
FUN_023950,492,535,910,495,823,663
FUN_021753,15325,15634,29583,18063,25202,21075
FUN_021719,3671,2550,3504,1972,2986,2423
FUN_021853,470,512,133,199,116,95
FUN_021873,395,343,500,319,490,404
FUN_023990,709,670,1017,602,988,842
FUN_024264,5,0,0,3,0,10
FUN_024283,58,98,46,39,55,46
FUN_024330,137,116,308,183,655,292
FUN_024363,2099,2198,3512,2455,3755,3136
FUN_024409,439,413,823,402,790,693
FUN_024426,845,681,1119,662,918,854
